href,political_party,name_given,name_family,name_full,title,terms,address,phone,website,twitter_handle,name_middle
http://www.naag.org/naag/attorneys-general/whos-my-ag/alabama/luther-strange.php,R,Luther,Strange,Luther Strange,Alabama,Elected: 2010, 2014,501 Washington Ave.  P.O. Box 300152 Montgomery, AL 36130-0152,(334) 242-7300,http://www.ago.state.al.us/,lutherstrange,
http://www.naag.org/naag/attorneys-general/whos-my-ag/alaska/craig-w.-richards.php,,Craig,Richards,Craig W. Richards,Alaska,Appointed: December 2014,P.O. Box 110300 Juneau, AK 99811-0300,(907) 465-2133,http://www.law.state.ak.us/,,W.
http://www.naag.org/naag/attorneys-general/whos-my-ag/american-samoa/talauega-eleasalo-v.-ale.php,,Talauega,Ale,Talauega Eleasalo V. Ale,American Samoa,Appointed: January 2014,American Samoa Gov't, Exec. Ofc. Bldg, Utulei, Territory of American Samoa, Pago Pago, AS 96799,(684) 633-4163,http://americansamoa.gov/index.php/2012-04-25-19-44-32/2012-04-25-19-52-04/departments/legal-affairs,,Eleasalo V.
http://www.naag.org/naag/attorneys-general/whos-my-ag/arizona/mark-bronvich.php,R,Mark,Brnovich,Mark Brnovich,Arizona,Elected: 2014,1275 W. Washington St., Phoenix, AZ 85007,(602) 542-4266,http://www.azag.gov/,GeneralBrnovich,
http://www.naag.org/naag/attorneys-general/whos-my-ag/arkansas/leslie-rutledge.php,R,Leslie,Rutledge,Leslie Rutledge,Arkansas,Elected: 2014,323 Center St., Suite 200, Little Rock, AR 72201-2610,(800) 482-8982,http://www.ag.arkansas.gov/,AGRutledge,
http://www.naag.org/naag/attorneys-general/whos-my-ag/minnesota/lori-swanson.php,D,Lori,Swanson,Lori Swanson,Minnesota,Elected: 2006, 2010, 2014,State Capitol, Ste. 102, St. Paul, MN 55155,(651) 296-3353,http://www.ag.state.mn.us,,
http://www.naag.org/naag/attorneys-general/whos-my-ag/mississippi/jim-hood.php,D,Jim,Hood,Jim Hood,Mississippi,Elected: 2003, 2007, 2011, 2015,Department of Justice, P.O. Box 220, Jackson, MS 39205,(601) 359-3680,http://www.ago.state.ms.us/,AGJimHood,
http://www.naag.org/naag/attorneys-general/whos-my-ag/missouri/chris-koster.php,D,Chris,Koster,Chris Koster,Missouri,Elected: 2008, 2012,Supreme Ct. Bldg., 207 W. High St., Jefferson City, MO 65101,(573) 751-3321,http://ago.mo.gov/,Koster4Missouri,
http://www.naag.org/naag/attorneys-general/whos-my-ag/montana/tim-fox.php,R,Tim,Fox,Tim Fox,Montana,Elected: 2012,Justice Bldg., 215 N. Sanders, Helena, MT 59620-1401,(406) 444-2026,https://doj.mt.gov/,AGTimFox,
http://www.naag.org/naag/attorneys-general/whos-my-ag/nebraska/doug-peterson.php,R,Doug,Peterson,Doug Peterson,Nebraska ,Elected: 2014,State Capitol, P.O.Box 98920, Lincoln, NE 68509-8920,(402) 471-2682,http://www.ago.ne.gov/,AGDougPeterson,
http://www.naag.org/naag/attorneys-general/whos-my-ag/nevada/adam-paul-laxalt.php,R,Adam,Laxalt,Adam Paul Laxalt,Nevada,Elected: 2014,Old Supreme Ct. Bldg., 100 N. Carson St., Carson City, NV 89701,(775) 684-1100,   ,adamlaxalt,Paul
http://www.naag.org/naag/attorneys-general/whos-my-ag/new_hampshire/joseph-foster.php,D,Joseph,Foster,Joseph A. Foster,New Hampshire,Appointed: May 2013,33 Capitol St., Concord, NH 03301,(603) 271-3658,http://doj.nh.gov/,,A.
http://www.naag.org/naag/attorneys-general/whos-my-ag/new_jersey/john-jay-hoffman.php,R,John,Hoffman,John Jay Hoffman,New Jersey,Appointed: May 2013,Richard J. Hughes Justice Complex, 25 Market Street   P.O. Box 080 Trenton, NJ  08625,(609) 292-8740,http://www.state.nj.us/lps/,,Jay
http://www.naag.org/naag/attorneys-general/whos-my-ag/new_mexico/hector-balderas.php,D,Hector,Balderas,Hector Balderas,New Mexico,Elected: 2014,P.O. Drawer 1508, Santa Fe, NM 87504-1508,(505) 827-6000,   ,HectorBalderas,
http://www.naag.org/naag/attorneys-general/whos-my-ag/new_york/eric-schneiderman.php,D,Eric,Schneiderman,Eric Schneiderman,New York,Elected: 2010, 2014,Dept. of Law - The Capitol, 2nd fl., Albany, NY 12224,(518) 474-7330,http://www.ag.ny.gov/,AGSchneiderman,
http://www.naag.org/naag/attorneys-general/whos-my-ag/north_carolina/roy-cooper.php,D,Roy,Cooper,Roy Cooper,North Carolina,Elected: 2000, 2004, 2008, 2012,Dept. of Justice, P.O.Box 629, Raleigh, NC 27602-0629,(919) 716-6400,http://www.ncdoj.gov/ ,RoyCooperNC,
http://www.naag.org/naag/attorneys-general/whos-my-ag/north_dakota/wayne-stenehjem.php,R,Wayne,Stenehjem,Wayne Stenehjem,North Dakota,Elected: 2000, 2004, 2006, 2010, 2014,State Capitol, 600 E. Boulevard Ave., Bismarck, ND 58505-0040,(701) 328-2210,http://www.ag.state.nd.us,StenehjemForGov,
http://www.naag.org/naag/attorneys-general/whos-my-ag/northern_mariana_islands/edward-manibusan.php,,Edward,Manibusan,Northern Mariana Islands,Elected: 2014,Administration Building, P.O. Box 10007, Saipan MP 96950-8907,(670) 664-2341,http://oagcnmi.net/sec.asp?secID=1,,
http://www.naag.org/naag/attorneys-general/whos-my-ag/ohio/mike-dewine.php,R,Mike,DeWine,Mike DeWine,Ohio,Elected: 2010, 2014,State Office Tower, 30 E. Broad St., Columbus, OH 43266-0410,(614) 466-4320,http://www.ohioattorneygeneral.gov/,OhioAG,
http://www.naag.org/naag/attorneys-general/whos-my-ag/oklahoma/scott-pruitt.php,R,Scott,Pruitt,Scott Pruitt,Oklahoma,Elected: 2010, 2014,313 NE 21st Street, Oklahoma City, OK 73105 ,(405) 521-3921,http://www.oag.state.ok.us/,AGScottPruitt,
http://www.naag.org/naag/attorneys-general/whos-my-ag/oregon/ellen-rosenblum.php,D,Ellen,Rosenblum,Ellen F. Rosenblum,Oregon,Appointed June 2012, Elected: November 2012,Justice Bldg., 1162 Court St., NE, Salem, OR 97301,503-378-6002,http://www.doj.state.or.us/,EllenRosenblum,F.
http://www.naag.org/naag/attorneys-general/whos-my-ag/pennsylvania/kathleen-kane.php,D,Kathleen,Kane,Kathleen Kane,Pennsylvania,Elected: 2012,1600 Strawberry Square, Harrisburg, PA 17120,(717) 787-3391,http://www.attorneygeneral.gov/,PaAttorneyGen,
http://www.naag.org/naag/attorneys-general/whos-my-ag/puerto_rico/cesar-r.-miranda-rodriguez.php,,Cesar,Miranda-Rodriguez,Cesar R. Miranda-Rodriguez,Puerto Rico,Appointed: 2014,PO Box 902192, San Juan, PR, 00902-0192,787-721-2900,http://www.justicia.gobierno.pr/,,R.
http://www.naag.org/naag/attorneys-general/whos-my-ag/rhode_island/peter-kilmartin.php,D,Peter,Kilmartin,Peter Kilmartin,Rhode Island,Elected: 2010, 2014,150 S. Main St., Providence, RI 02903,(401) 274-4400,www.riag.ri.gov,AGKilmartin,
http://www.naag.org/naag/attorneys-general/whos-my-ag/south_carolina/alan-wilson.php,R,Alan,Wilson,Alan Wilson,South Carolina,Elected: 2010, 2014,Rembert C. Dennis Office Bldg., P.O.Box 11549, Columbia, SC 29211-1549,(803) 734-3970,http://www.scattorneygeneral.org,AGAlanWilson,
http://www.naag.org/naag/attorneys-general/whos-my-ag/south_dakota/marty-j.-jackley.php,R,Marty,Jackley,Marty J. Jackley,South Dakota,Appointed: 2009, Elected: 2010, 2014,1302 East Highway 14, Suite 1, Pierre, SD 57501-8501,(605) 773-3215,http://atg.sd.gov/,SDAttorneyGen,J.
http://www.naag.org/naag/attorneys-general/whos-my-ag/tennessee/herbert-h.-slatery-iii.php,R,Herbert,III,Herbert H. Slatery, III,Tennessee,Appointed: October 1, 2014,425 5th Avenue North, Nashville, TN 37243,615-741-3491,http://www.tn.gov/attorneygeneral,TNattygen,H. Slatery
http://www.naag.org/naag/attorneys-general/whos-my-ag/texas/ken-paxton.php,R,Ken,Paxton,Ken Paxton,Texas,Elected: 2014,Capitol Station, P.O.Box 12548, Austin, TX 78711-2548,(512) 463-2100,https://www.texasattorneygeneral.gov/,KenPaxtonTX,
http://www.naag.org/naag/attorneys-general/whos-my-ag/utah/sean-reyes.php,R,Sean,Reyes,Sean Reyes,Utah,Appointed: 2013, 2014,State Capitol, Rm. 236, Salt Lake City, UT 84114-0810,(801) 538-9600,http://attorneygeneral.utah.gov/,seanreyesag,
http://www.naag.org/naag/attorneys-general/whos-my-ag/vermont/william-h.-sorrell.php,D,William,Sorrell,William H. Sorrell,Vermont,Appointed: 1997 Elected: 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014,109 State St., Montpelier, VT 05609-1001,(802) 828-3173,http://www.atg.state.vt.us/,VTAttorneyGen,H.
http://www.naag.org/naag/attorneys-general/whos-my-ag/virgin_islands/claude-e.-walker-acting.php,,Claude,Walker,Claude E. Walker,Virgin Islands,    ,34-38 Kronprindsens Gade, GERS Building, 2nd Floor, St. Thomas, Virgin Islands 00802,(340) 774-5666,http://usvidoj.codemeta.com/,,E.
http://www.naag.org/naag/attorneys-general/whos-my-ag/virginia/mark-herring.php,D,Mark,Herring,Mark Herring,Virginia,Elected: 2013,900 East Main Street Richmond, VA 23219,(804) 786-2071,http://www.oag.state.va.us/,AGMarkHerring,
http://www.naag.org/naag/attorneys-general/whos-my-ag/washington/bob-ferguson.php,D,Bob,Ferguson,Bob Ferguson,Washington,Elected: 2012,1125 Washington St. SE, PO Box 40100, Olympia, WA 98504-0100,(360) 753-6200,http://www.atg.wa.gov,AGOWA,
http://www.naag.org/naag/attorneys-general/whos-my-ag/west_virginia/patrick-morrisey.php,R,Patrick,Morrisey,Patrick Morrisey,West Virginia,Elected: 2012,State Capitol, 1900 Kanawha Blvd. , E., Charleston, WV 25305,(304) 558-2021,http://www.wvago.gov/,MorriseyWV,
http://www.naag.org/naag/attorneys-general/whos-my-ag/wisconsin/brad-schimel.php,R,Brad,Schimel,Brad Schimel,Wisconsin,Elected: 2014,Wisconsin Department of Justice, State Capitol, Room 114 East P. O. Box 7857, Madison, WI 53707-7857,(608) 266-1221,http://www.doj.state.wi.us,BradSchimel,
http://www.naag.org/naag/attorneys-general/whos-my-ag/wyoming/peter-k.-michael.php,,Peter,Michael,Peter K. Michael,Wyoming,Appointed: July 2013,State Capitol Bldg., Cheyenne, WY 82002,(307) 777-7841,http://attorneygeneral.state.wy.us,,K.
